"","meanearly","meanlate","sdearly","sdlate","p_value"
"IL18",8.63000438485804,8.81968441747573,1.0801793011257,0.890719293326905,0.0293177219441358
"PDZD8",9.28815028391167,8.96075640776699,0.897129936537557,0.913692970951167,6.52277166346904e-05
"LMO7",10.4215690536278,10.0494403398058,0.812022111907254,0.802331594431994,3.77567868671829e-07
"SNHG3.RCC1",6.99278015772871,7.27812912621359,1.07342686498572,1.02266346133919,0.00236633918534762
"DBNDD1",8.53956447949527,8.29320995145631,1.04778365784828,1.20884647364437,0.0169650137925907
"KIF2A",8.73962665615142,8.95333694174757,0.890570106681164,1.16623709470678,0.0257229221193973
"THSD4",8.066208170347,8.41282145631068,1.25080878063606,1.07197914264921,0.000782510813047867
"SLC7A5",9.4065589274448,10.0625303398058,1.75914312766766,1.62296826186252,1.54604969581155e-05
"YLPM1",10.3652944479495,10.0452816019417,0.59989567925912,0.613806026596913,8.33688460196423e-09
"TMX2",10.7065717350158,10.6047948058252,0.491250414641967,0.384282318311092,0.00836987324949983
"C11orf1",8.93077075709779,8.80636359223301,0.609885363221819,0.674723919991352,0.0330466730250365
"C20orf200",0.931389233438486,1.22662745145631,0.945579503721975,1.19387378134853,0.00296310707221554
"ANKRD13B",6.20463094637224,6.54127266990291,1.14719876115296,1.06814897614343,0.00068248579106578
"HNRNPH3",11.247987318612,11.1539775242718,0.359544471085345,0.358505421834957,0.00360253155555448
"KCMF1",10.0871709463722,10.1526469902913,0.292608453885354,0.295757427300787,0.0133616664214239
"RGS19",8.10404369085174,8.46836791262136,0.699773783303797,0.625629094585767,1.18193368687973e-09
"WDR67",6.594368170347,6.77372844660194,0.600618392553229,0.614958587452421,0.00108777225986115
"IL21",0.050754952681388,0.133372461165049,0.208150934667005,0.361969029592319,0.00320226100864482
"PDCD1",5.27582720189274,6.18762970873786,1.86592694859996,1.82729644181137,5.48904870969947e-08
"ZNF43",8.51493687697161,8.61408475728155,0.542130186685095,0.502053803727021,0.0330482498239789
"NR4A1",11.3984438485804,10.8982247572816,1.75955345519562,1.71215282319264,0.00133342747303443
"PHOSPHO1",3.75925425867508,3.55243940776699,0.945948040922189,0.988600430421966,0.0178738084477434
"WDR31",5.82060523659306,5.05536166019417,1.12438043969274,1.25676876518723,6.12064492553741e-12
"SMAD4",10.7663760567823,10.5952346116505,0.400933668388396,0.397233113468278,2.21232670281941e-06
"SPTY2D1",9.73333170347003,9.56153626213592,0.500444095836736,0.552999543502753,0.00035464519912556
"PI3",1.97453247003155,3.24410359708738,1.97322698455198,2.78997032730547,3.01186299478735e-08
"CES8",8.11067261829653,8.58191922330097,1.76573890163824,1.99697118319436,0.00608207421903756
"FBXW2",10.5566426182965,10.3536376213592,0.405572997185427,0.39579573316409,2.49311812058457e-08
"SHROOM2",8.13269668769716,7.87198961165049,0.832004476954054,0.838765606082632,0.000543615853050596
"SOX2",0.697777132492114,0.912054359223301,1.13698236663601,1.04049892735572,0.0270403422285872
"MSI2",8.00601993690852,7.59796126213592,0.834754259922558,0.783686124718594,2.5343159963393e-08
"ZBTB33",9.26822552050473,9.15154533980582,0.466117552053559,0.523004874863846,0.00965297098919881
"FANCI",8.08871082018927,8.36855898058252,0.579671058419295,0.693149440352445,2.22884500679172e-06
"COX6C",10.5704907570978,10.7922859223301,0.816955785116613,0.721169859883755,0.0011959859483242
"SEC61A2",6.33605539432177,6.62078946601942,0.758217749430952,0.708137416309001,1.54637116536111e-05
"SCARF1",9.27224129337539,9.06253558252427,0.887890106940644,0.826025372607062,0.0061244239090064
"VAV2",10.0613717981073,9.94377742718447,0.496061537656378,0.508956050721984,0.00943529452909201
"AFM",2.79088824290221,2.17888648058252,2.2673433511279,2.07822230227347,0.00160446639663772
"C1QTNF6",8.49799902208202,8.99664169902913,0.976941246771283,0.936780037600273,9.56796224314729e-09
"IVNS1ABP",13.2175110410095,12.9545101941748,0.729161139601043,0.717742621267106,5.59329943607322e-05
"DNMT3B",5.90697930599369,6.3314486407767,0.89327011995013,1.07506028892001,3.50458593914821e-06
"RFC5",8.08097050473186,8.18402325242718,0.410003396357958,0.482626012728843,0.0118496730391118
"FLJ43860",0.300897078864353,0.43003590776699,0.482961415252444,0.607378295957046,0.0105889286929415
"CXCR2P1",4.98623087381703,5.41386753398058,1.96385291312628,2.25776802610935,0.02658961002284
"APOBEC3F",7.89233287066246,8.09113446601942,0.700803803140256,0.622287568426372,0.000744215894087337
"CTSA",12.1169063722397,12.3134966019417,0.635826384699093,0.632503113836436,0.000580450648285355
"HSCB",7.90841167192429,8.00849587378641,0.524967031720769,0.506882728428851,0.0301187597784323
"PLEKHA3",8.59272848580442,8.49607577669903,0.382192131415672,0.356234138380143,0.00338928541931608
"EVC",10.5223884227129,10.246639223301,1.01782520810026,0.92430177245122,0.00145683818475648
"RGS1",10.6504628391167,11.1016383009709,1.32585591651473,1.2806016699785,0.000119063986727319
"COL15A1",11.2055591798107,10.9539255339806,1.28587382636393,1.18458769897397,0.0222127129427992
"C1orf31",8.047391829653,8.25356694174757,0.630387007164413,0.609127734858238,0.00021573363895929
"COX17",8.82853031545741,9.08043368932039,0.730347864111292,0.643446506044185,4.01540652114236e-05
"SLC11A1",7.20038100946372,7.7452017961165,1.2080000206119,1.22084842622169,8.03856613076085e-07
"ASGR2",4.15888615772871,4.53782490291262,1.34162728547124,1.24574766218436,0.00105355153692069
"BAG3",10.3942588328076,10.2973697087379,0.523664930225728,0.474029560004398,0.0289573312850342
"SRP72",11.0833696529968,10.9620994174757,0.353908947160061,0.433791006886114,0.000882719055939626
